identificacion,tamaño,peso,dulzura,crujiente,jugosidad,madurez,acidez,calidad
23,0.5704105541938418,0.5288461562546607,0.33013153272672857,0.5117152293139136,0.5154413601579432,0.46894457525997796,0.6820839356121831,0
24,0.608313234038199,0.4460070415415882,0.4731767186530571,0.6144449158843566,0.053037252788171785,0.26408694850847847,0.3713754652199219,0
25,0.4299386380513952,0.19089016748395476,0.4351774829771761,0.44527977766585325,0.18824020303162203,0.6173894869911285,0.15791877109929175,0
26,0.527695642770169,0.5583482690230381,0.6370881488340289,0.5582937822240659,0.6790579000842615,0.520647297097301,0.2385422190546489,1
27,0.7528654246419977,0.7037489406392936,0.33963721555923004,0.7325217467963537,0.3638169622697085,0.4835185117108755,0.2859241311676963,0
28,0.6986629938136958,0.8249621711844819,0.37135502819800803,0.603758250231105,0.42638006390341443,0.3142690249944394,0.3954315665530985,0
29,0.4988093651920004,0.8099733926424206,0.37216268494470683,0.46020549463911686,0.41757211704815117,0.5261468873139777,0.6431541063516507,0
30,0.5973051009266559,0.3437733057778344,0.21789140055842893,0.32967583127246225,0.19535827595693228,0.7043567765307647,0.22945248073074825,0
31,0.3064757985087417,0.6095989352388297,0.7840860716994058,0.5500639720499424,0.7753365156519547,0.26688619832845806,0.26479650927729625,1
32,0.7217239396019584,0.25515358867990956,0.5385348568067814,0.23859833073051798,0.7524604954936369,0.3755333126601864,0.6008390023201271,1
33,0.49949738857847154,0.4836102269623381,0.7752747690058953,0.4117474029816182,0.9566108518749091,0.11170606656172138,0.9889443167955136,0
34,0.5537633596419836,0.4577119070970264,0.7757480500755274,0.7623384109326439,0.5390731858601928,0.5523195869844426,0.7009640066657674,1
35,0.4636149225830451,0.31910483429929437,0.14391738194067777,0.48420366802352327,0.5562611234159774,0.9428607291695288,0.41104543710421715,0
36,0.257508357907801,0.724278348485597,0.44037331125482043,0.5784381024870235,0.6297465987221516,0.4406212285085895,0.3656611619646497,1
37,0.9435582409449254,0.42068857229696277,0.0763031890079735,0.6343623424436193,0.5357221050241725,0.6042615966313444,0.27882447971417784,1
38,0.381269098031937,0.1952591809998861,0.9093110134715296,0.34631519184968973,0.5868830243227021,0.5939827181085855,0.2951761160947304,1
39,0.6830697426276767,0.3229833853498548,0.6405472100750752,0.5719514197065707,0.9216159388244876,0.10867503131603756,0.7203126885529763,1
40,0.6742418991821694,0.4435477647814072,0.45564864940150174,0.6445138089637705,0.4984640317440938,0.37631503872312977,0.5923720675067352,0
41,0.5224599798315548,0.37279556881976456,0.6810051814304823,0.8133097877815729,0.555242492910785,0.5985238332484007,0.7398876567380992,1
42,0.4065324103172213,0.28387879490646123,0.728072035220999,0.4363932825223612,0.4182538260998875,0.5719911340296857,0.3492459202744532,0
43,0.636197849063115,0.7139104892683485,0.5640425624183629,0.5683834168728679,0.303712855925099,0.16916623340064602,0.514079902120825,0
44,0.9418206906158881,0.9598129547797949,0.28367148047915064,0.5651763428612534,0.4683348534709068,0.5556253474729356,0.7298473612911077,1
46,0.5094250270286288,0.5269974994415404,0.4696599606668458,0.6472303964839623,0.6021058401917685,0.47298468777394226,0.10421223471952401,1
47,0.4212743571090053,0.9578602143803949,0.31505817080496223,0.4999175353308864,0.639073276456255,0.6775410813719516,0.7714168984061309,0
48,0.23133533642359932,0.7016098254833705,0.40612773692546417,0.4688483366724806,0.6116661210456611,0.7035401380188157,0.5552278677981671,0
49,0.44877105313608684,0.8992238758328749,0.2868967319016601,0.4901352765910311,0.457059203249658,0.6676391865353709,0.7508531745923877,0
50,0.2695030802598696,0.6858704396977156,0.6253945509730237,0.16602007392822699,0.42689397110448535,0.5890461238687837,0.29465390953843296,1
51,0.5168694839741249,0.40540492582460397,0.328386749561696,0.3483225828856437,0.6115949410880341,0.5389978945062532,0.6229259761970526,0
52,0.6886512410088027,0.31255459594028,0.2055240356992717,0.8968110478576768,0.4864669978470023,0.443718824967086,0.5733869724279679,1
53,0.6751135238019987,0.40234441916163965,0.6106654536238288,0.7046436186743021,0.5894534492916561,0.5575484763716003,0.3918510994913899,1
54,0.8517718232398381,0.20093454110701842,0.2400449661673837,0.15679584083150053,0.8039146967762608,0.6155532888928051,0.5371318031677622,1
55,0.7560920621932019,0.5426953557456836,0.30910318274711374,0.7724224492168084,0.6211847632501649,0.3559734282624153,0.6998172918338643,1
56,0.7355241318460192,0.5544154444821314,0.5101729680162225,0.4036455495520464,0.38316927809162515,0.6594362990431684,0.20232782872613841,1
57,0.664644218799096,0.49609305984210694,0.6656577374187745,0.5420763920485953,0.3599147150206332,0.7080249073802969,0.7329635619006194,1
58,0.5101575088672421,0.6117139023904672,0.4633265922233478,0.7880137795312467,0.8132080053953656,0.4097583495178816,0.3675671811319563,1
59,0.6386686293076034,0.6766887086579433,0.3850400615491663,0.28210263113431155,0.7327684613388721,0.3795007219453307,0.5904549326031195,1
60,0.2180647448979025,0.787545396268687,0.591496884141099,0.4915759384672135,0.761635594552326,0.2721270605497573,0.30298159454130946,1
61,0.09963452283748786,0.7193573796734193,0.4580419556138658,0.17728313366490317,0.5069034702073568,0.7658100807743082,0.44595005058690995,0
62,0.23007060892610304,0.45491696349522237,0.6875695947564675,0.6055992131234786,0.47028087494656823,0.5150034217533574,0.6407890913071425,0
63,0.6016920099598795,0.3287116208273925,0.4639289925962672,0.043663094467177976,0.4326776732585905,0.5313265216032679,0.49499490270112095,1
64,0.3382549625288096,0.4771516872620964,0.6924003839228032,0.3307814339406035,0.604005590073907,0.5536229944625011,0.4149693990937003,1
66,0.342880190167549,0.8833220924150211,0.5720794633238133,0.9029813954329198,0.1507006413833934,0.09088580383016037,0.5056525772775403,1
67,0.40348282257674845,0.751643874777505,0.6959628184004634,0.5978666693187481,0.7557554839337054,0.2985083572124936,0.7424084375043856,0
68,0.44661767779281114,0.5897684478089381,0.35513467118714526,0.3659977100480764,0.3894435449334091,0.7119546070286258,0.48780843623743336,0
69,0.5180145572518765,0.22855715230793844,0.42323883830132014,0.7687320472445383,0.23590072998976097,0.4231910192696513,0.23011747304734625,0
70,0.6168453696492339,0.19629215417322715,0.6780287654883117,0.4221271343271703,0.44616702160098853,0.7445450021030527,0.31710258143913017,0
72,0.6122176086501919,0.39688010895112713,0.09122549697262183,0.32410526780300136,0.708422017065517,0.6939325131086533,0.5995843308995653,0
73,0.5609849122016158,0.4817130912216947,0.5934374606818497,0.5965450672895363,0.14490920423194587,0.39599642053938516,0.5444518061775415,0
74,0.3457501905282604,0.4622382729252399,0.3757947540974878,0.3799699506913105,0.2701287632599753,0.7180357107931148,0.3671832773435334,0
75,0.7686002501770572,0.42388941759843635,0.23624763364167295,0.5550070439247291,0.6688753400751858,0.5022947087405706,0.627260155537064,1
77,0.6465251829220671,0.6507083200980242,0.46107095191889713,0.4253745408403616,0.534438384318155,0.3773351820799851,0.5215162994981495,0
78,0.34394351439540094,0.7087942877050553,0.27819846238961926,0.25966094092647063,0.5918405322059678,0.7119105142423646,0.3707050108878993,0
79,0.3449816562407838,0.408958583456138,0.67365504748873,0.6909054062131745,0.48962814130072146,0.35567385749243174,0.33983530084619384,0
80,0.7437691199784932,0.5862401802861377,0.4831464084291053,0.24384583780454594,0.51416010884891,0.490938813203998,0.7036986339891758,1
81,0.31719315700166717,0.31918485796247625,0.8723955846721059,0.5200711796612589,0.6203901199923443,0.44520165199193296,0.4174969373449341,1
82,0.7876330461042511,0.5225502278172809,0.14788457250956338,0.2834859138486381,0.7221559939941132,0.5863477827038361,0.34445826493767684,0
84,0.7290261759140544,0.3661368289333904,0.4137495665528475,0.5847559965570056,0.4792316453688225,0.7788444011796405,0.48362036834990646,1
85,0.5091365970627194,0.29054325441908324,0.3235553148037674,0.5624234518151954,0.5457262650560896,0.8551716615754421,0.39235299693028025,0
86,0.7420813841477472,0.46974113279333773,0.34912897966938866,0.5912864944826707,0.494213119837242,0.7169551883618226,0.5087800637729999,1
87,0.6083710142873007,0.5249719878881359,0.5766423432051182,0.2625110451337132,0.5772398983386482,0.313544141149285,0.6174930364833642,1
88,0.41543817355577567,0.5722030259824736,0.3478889549893319,0.44022772181942293,0.548375604110847,0.7095834400247327,0.45100838201839405,0
89,0.6832241499740263,0.6359785447184566,0.3455186052892425,0.5412558458030262,0.5001095655603706,0.47358696754185137,0.5034297863935129,0
90,0.6077247327662084,0.7005292118122223,0.2753082913198078,0.5428681351173974,0.5283583857193587,0.5501629639661714,0.23559268540513378,1
91,0.49550941591493786,0.4788038646743201,0.5138874973148102,0.49676068346222313,0.6609737242033084,0.4831412153297209,0.09481821053501727,1
92,0.4894241332476037,0.32276032434867685,0.4568158755546554,0.702628335304575,0.4827551015100634,0.6771683688216873,0.6113494270493354,0
93,0.3525213351558183,0.34364682487765463,0.9228291613959577,0.298485333286625,0.5231728401789084,0.5124718151789196,0.34631634077804196,1
94,0.5666602226285791,0.36467574593062085,0.05216647542998332,0.3927070834999251,0.6066192613595001,0.9730830887809432,0.34752569709167763,0
95,0.6914739555334111,0.5211762966658636,0.43432753505748123,0.6367435624732933,0.43791470760935186,0.39017457494445645,0.6437021728260275,1
96,0.4966280295103731,0.3595697536772129,0.3908030873388191,0.34203034223339346,0.8095226102173863,0.7715591183431858,0.35342298780232106,0
97,0.7336359510630852,0.5015388764429072,0.3940631236026678,0.4961882941647115,0.7625880762185964,0.3780672626005197,0.7982412635083603,1
98,0.5374203003630237,0.6925873169762459,0.33703561231152446,0.7989702837504621,0.0342724081505279,0.39110155605799246,0.2989747643772001,1
99,0.44365557677230316,0.7102822154460479,0.5424296270850829,0.2660276280171606,0.5248495913450606,0.5712007303567757,0.3081574067890698,1
100,0.402345966007417,0.5281404500242348,0.5597228589482004,0.6275161257402554,0.6523364243650988,0.5190529661179321,0.5230889733491475,1
101,0.448343669977452,0.3653378041856961,0.7945346755188325,0.49504733398420653,0.5923709144472616,0.5397974899942108,0.4187490907098625,1
102,0.36902413404307277,0.19376841819940888,0.5898671514835534,0.6131814438628187,0.4319896728941234,0.5283906132994701,0.18814609248830905,0
103,0.36456998608621516,0.7167905167177193,0.5731229921189356,0.4645338585400184,0.6677705804412225,0.4392681132086249,0.36335105772460086,1
104,0.4032095461830202,0.6203319731637721,0.7403306121853179,0.6278792972039713,0.553792661944152,0.38085925017199446,0.6856972263590607,0
105,0.5153708309016912,0.44493106054780485,0.48132094640354983,0.29179500374767997,0.2785965603863665,0.5729388758739399,0.34302517704432556,0
106,0.4861483561605409,0.44366699747204913,0.7276824971101205,0.7930462019209237,0.6746613834725872,0.5016595210451705,0.766376314924778,1
107,0.6850585581951804,0.33209397774734345,0.4015587078728643,0.22545835024231106,0.6366769690839172,0.45762864379817997,0.49285628729927555,1
108,0.5705459787111574,0.2485922251877818,0.50300608568136,0.5674757006302378,0.09005798485894007,0.5311047837368587,0.35537279214330264,0
109,0.7182334964683537,0.24952182077566026,0.5711060470952092,0.5016304488427791,0.3093094411403492,0.6543458431055037,0.4557872842782256,0
110,0.6979636023607061,0.4716855025315788,0.513157827461372,0.31461242899533337,0.35149195923167664,0.7539276915337663,0.34343631360928273,1
111,0.43839467761865925,0.5908441010473395,0.5461494824158376,0.713799084025003,0.6040954653078406,0.5216690722967556,0.4657098445679182,1
113,0.35834892448756167,0.4196681179541896,0.49152813884900753,0.43502172581239157,0.5751613174696234,0.4378744595450591,0.9731388730347248,0
114,0.38954167613474555,0.31068144690601496,0.34285774419760445,0.42981111477682754,0.8018769229579765,0.5482330140652483,0.9544959275001147,0
115,0.5674022115910292,0.4247723767157704,0.46888930973048926,0.6912709508884478,0.683747989947191,0.4991866188854157,0.6558519624670344,0
116,0.4541862159520821,0.2445599720960861,0.26034221823235243,0.2833386059532656,0.817192334164045,0.769829055487136,0.5542338214522265,0
117,0.4154501876130217,0.4817686546039115,0.4639908749531848,0.6344767941341588,0.3133470403163503,0.5262901586028882,0.7335426532092089,0
118,0.26250313247021045,0.8116426904823253,0.4904317897113552,0.39763436850809314,0.6831427121604889,0.3222740945383391,0.2567908516360793,1
119,0.4991850589131964,0.2997496687068439,0.44068441599405495,0.522079038275004,0.21442871585926765,0.6213945319561851,0.35103793405995076,0
120,0.18168186962418642,0.5183994152356529,0.6855226576901222,0.678293811856568,0.4261820267638018,0.5407310083590259,0.6445114852533538,0
121,0.48113471465591906,0.6070947010787792,0.3678522433899283,0.5395161437396638,0.4035636791511054,0.5785894192161842,0.5175353996619128,0
122,0.24363545715619295,0.5170442184737638,0.437461558164414,0.4339977030990073,0.4571127897436567,0.6814312649786207,0.35721240153560785,0
123,0.6252138666085474,0.41640407986720196,0.4043825693202885,0.6697416226013426,0.1921509479228572,0.5225150797836031,0.48699860320168525,0
124,0.5659075292082666,0.3450386464607762,0.2831130594086774,0.7485193234569386,0.46285025507087607,0.3560724092472356,0.3691046900175552,1
125,0.338948157462563,0.4866483879070771,0.8999053160953543,0.3881473627402407,0.6103330850236041,0.4300970446194324,0.3797926432787336,1
126,0.3373452123192689,0.6155828457121414,0.5710804485416847,0.47492597794819297,0.6759920137399211,0.37763170354996295,0.7962448018572024,0
127,0.1934608053315558,0.6217673166813815,0.7121878831290314,0.38179998707962437,0.7676827259311618,0.34507378154442114,0.8896443593015968,0
128,0.3168761680793321,0.5739662380239972,0.4406838435681964,0.49450410796158434,0.6453202762107463,0.6895868301333188,0.5276855236969621,0
129,0.443310888354842,0.447375526646681,0.5897329523315924,0.733638521165139,0.4501364972896462,0.351396714201827,0.7756622033599473,0
130,0.2220280576484372,0.3960176116956531,0.6246699481667174,0.2922294402791331,0.904218989267453,0.4639815670277754,0.8304475390694929,0
131,0.7278127156109669,0.8220183786061471,0.4204167663124719,0.7480499491610859,0.22564681174746856,0.42480588591520857,0.6800961775655932,1
132,0.33518700007148317,0.4991354856607575,0.7684193596022999,0.2835575328296064,0.3847433748703074,0.5796246353092784,0.469426269053469,1
133,0.9898217705886673,0.30846942202484645,0.37344610261660216,0.49282163359895914,0.41950678007027775,0.6445903896241724,0.6402896074134897,1
134,0.5700915813948318,0.24824926296343242,0.30370216289118546,0.5914252620050917,0.48836035076446227,0.6569050970858495,0.19665956437633308,0
135,0.7022097643045299,0.6082787449138395,0.4728644288849593,0.2916645723593516,0.7487782191727401,0.3556850121097152,0.6999103092665824,1
136,0.5590573899961198,0.5488125431294771,0.3751250602544686,0.36904108084182646,0.5265005314700024,0.4444158303533894,0.6132330847023477,0
137,0.5829515897295334,0.265644965608594,0.5308727023231994,0.3435005670658927,0.18424714947875287,0.4866454027881399,0.22898861721339137,0
138,0.4767709542110244,0.7362364231320934,0.41481825244525394,0.6690254055781373,0.5204610122463906,0.5880762154140038,0.7128394548390101,1
139,0.5601666968227209,0.6906158145467776,0.5838900273937768,0.5487484661245945,0.4900011253178226,0.4897283732460228,0.29134489793805307,1
140,0.6644308336738645,0.3129205434235288,0.22958420413301134,0.6378360747500313,0.314288841864808,0.7349803725026243,0.41417093878558986,0
141,0.31198266851745404,0.2396037142992664,0.4342695978402801,0.5066171537520863,0.24631373785314795,0.6270697950689266,0.17151141165382888,0
142,0.6804025989178689,0.5529068121339136,0.29245298010049176,0.3016699429479639,0.7086551466830215,0.42304200139961906,0.5409859014152545,0
143,0.4512517805611257,0.6056636137129553,0.5555428523997706,0.6760971224604391,0.40616981216057857,0.47622643002929144,0.5541805776018331,0
144,0.44775696172123935,0.4519970550461504,0.42089622511068414,0.43541573816843293,0.6021980430520656,0.5832434929958965,0.6498182737633651,0
145,0.2077029838440309,0.43008772456211436,0.585574878861419,0.40835047149564485,0.8712607964130592,0.550696704548385,0.8700205871468639,0
146,0.6891211178289947,0.29844057317179645,0.6142234465573766,0.998315417276612,0.8257724583358308,0.46408446852691637,0.4611263155263532,1
147,0.4074772590626513,0.3504714120584768,0.7744138216077209,0.5538128004923482,0.8113431746408029,0.4165687715475058,0.2868749255815086,1
148,0.7000584180572798,0.8538982980727727,0.40644433490469434,0.3109546934204508,0.5090267073733088,0.46936999991924816,0.7970099275895102,1
149,0.5938569731220166,0.44382215045726847,0.4300918485975369,0.7264254165655282,0.7324193894285698,0.6191993676103107,0.6391021093210584,1
150,0.673361312321894,0.19286233021521393,0.543933518224844,0.5140620841626912,0.6686756461121607,0.30574459903685286,0.6029733904840657,1
151,0.3160646501561194,0.5522824850587552,0.3367818860514347,0.6582041775788596,0.07596845407024982,0.5104164582241421,0.4739843152271404,0
152,0.5759311059925281,0.7888945762378107,0.5360708890387093,0.16107085605811908,0.3956739941268154,0.719444710064948,0.48116077775784294,1
153,0.18444034056671083,0.6482470634152453,0.6918297288128684,0.3667223782443547,0.7627262454986006,0.46785065036069756,0.7745892948650884,0
154,0.3920123816009133,0.3505926405189596,0.5977055273612444,0.4651680971640174,0.2758572684521856,0.5002999720934753,0.3051838315080083,0
155,0.1735954615466513,0.5858763422060612,0.8101125001114892,0.1904207975676697,0.5334251285419322,0.48219966121302815,0.30285735173456574,1
156,0.7479750194735812,0.5255472758541588,0.2377319007073978,0.3848109901375213,0.49979385822608935,0.2735963940827353,0.6194942709820698,0
157,0.3735354745932249,0.4857494846206012,0.5569237638556199,0.7548616364403258,0.24704133606539758,0.6278687322306588,0.5065626690001237,0
158,0.603242000013296,0.3905917679034237,0.15790529120009783,0.4317989930301318,0.635821529504126,0.7383438466228349,0.5111503630857505,0
159,0.5579434337980742,0.5897103572214298,0.48839049999587236,0.6735233295141904,0.6860750067354879,0.4023697298246457,0.07390433652201617,1
160,0.2611633729539733,0.5173111204426857,0.15973979495452084,0.455551797065763,0.1317291844150612,0.8497037528592312,0.4305274126811539,0
162,0.6159472217267892,0.4611668822266599,0.6237283515485127,0.612333672412446,0.5679102134835712,0.5873632661769533,0.7051630463779932,1
163,0.6903314098411963,0.5023200565807703,0.2633335461980244,0.493267716968159,0.44663754873044104,0.45982197199675773,0.6401622530592785,0
164,0.4261651898058304,0.5705800060231734,0.44408087720406414,0.6704211777873055,0.4921381276577725,0.6513895818819273,0.47654030389378144,0
165,0.5230047256067676,0.8470085912536756,0.5275631629901557,0.8567092568872617,0.37727408483660313,0.08177427853253455,0.644096411747329,0
166,0.46748431572049876,0.36131077552461677,0.47526378628758803,0.64905105052944,0.3096186294404256,0.6913144191758721,0.3158687987578753,0
167,0.620591147371378,0.5479855804294879,0.5120704725884098,0.5345824770230906,0.5256133976579617,0.6490902732415574,0.3022450508562685,1
168,0.7738618416174307,0.6178401541515525,0.38457110651435156,0.8327924348915141,0.42934859419922666,0.3730660431020887,0.5869980735115485,1
169,0.34514345881067854,0.3540728729598874,0.7728994892351696,0.29307747451867,0.3721966656626027,0.7219876335426674,0.31830322125004235,1
170,0.6445063084272442,0.30569446965863994,0.613985948811637,0.6715236213503535,0.42725720964687164,0.2625096449832267,0.6216880533846114,1
171,0.29981703238566787,0.3694617485653537,0.4240148417591875,0.3727672129318075,0.41357011118276626,0.5800046623070494,0.6972454006250888,0
172,0.5448188805152214,0.6244703276011735,0.5467141458134397,0.5691245425154363,0.44209926294662416,0.6542325899354835,0.48610423115012946,1
173,0.48029528523516885,0.3063781681225107,0.2671070320119489,0.5927930856520447,0.3776746334854674,0.9999999999999998,0.30524500056812753,0
174,0.5833808198343843,0.4792909218251527,0.7996640894968681,0.32357623335733854,0.33942374518381024,0.6684526898135846,0.7664531082449124,1
175,0.26295768237737605,0.561577485066241,0.7669920899236723,0.23791899119110244,0.6457737441238962,0.4210409895941295,0.2912729665157443,0
176,0.7219408155240523,0.3459971712521405,0.767570418671566,0.5552772748876927,0.33844399855487495,0.2745379979032576,0.4128462409825986,0
177,0.45139254301727466,0.7743451865853879,0.6660453382625078,0.25723825174961956,0.4533593340445769,0.41860330409477137,0.32308945664126226,1
178,0.25614654505114987,0.43514587337472754,0.3820801002162662,0.39250227906720186,0.5659532899630627,0.7834280283642436,0.4976038722194667,0
179,0.6005232915618353,0.2973827752309018,0.5778314749624504,0.729310565879397,0.7057563193421974,0.5648724296857697,0.4082318476270147,1
180,0.7706212729825581,0.3412414356230335,0.5928431490122588,0.7802022873743357,0.36365344704884106,0.7075280825709208,0.7239750955638422,1
181,0.39872128267283014,0.26565048192331364,0.871314540663757,0.5629316603570397,0.5906987141373504,0.536118391565501,0.5117011276598746,1
182,0.3069998808023782,0.5579205317880899,0.45463864863174897,0.21995164797579425,0.5210258892691378,0.7755276099342107,0.39730885560938217,0
183,0.3167183562639718,0.461659799417684,0.7338596607485073,0.32363565380824577,0.5212493961574718,0.4787021107129681,0.2708518507151193,1
184,0.07082263451728643,0.5214078428214599,0.4989645264272512,0.6182333798597974,0.5895475431672972,0.8228136957809461,0.6701652577693815,0
185,0.52707167004946,0.4309448110283085,0.07713337272598791,0.14224842713984948,0.9184663763307817,0.7060588543342085,0.7272338318331213,0
186,0.3982134953974146,0.8262470080302367,0.44746599811916565,0.3449877222827125,0.2394860507544758,0.5375037485819871,0.6794354987101873,0
187,0.2886197533849003,0.472301486831812,0.35050485972547574,0.2794967791470124,0.41155468014390545,0.8304311606888077,0.3329104404236838,0
188,0.29742288611904694,0.4228857420462687,0.8049796059851191,0.3957518780556791,0.6934352714920218,0.42679736726088363,0.14960229317993434,1
189,0.2943334842082523,0.4525831674162107,0.6462704087915527,0.35735469318844865,0.619847441660624,0.7271260447931127,0.430161860140828,0
190,0.5147451792902328,0.44039556670763413,0.6510056693090513,0.5047967558985553,0.48057882001650576,0.6576865773244307,0.5794370301276097,1
191,0.8433626586194236,0.5074101183010361,0.08719829533678775,0.2935569590503576,0.7230417741285035,0.6357071932401468,0.4767839663922526,1
192,0.38961591975116683,0.6977041460412224,0.47415428789871944,0.320575626414702,0.3536076455668896,0.6213344454157335,0.5737001057164088,0
193,0.3483448319581668,0.5305745074327965,0.47265795695556345,0.43411708827126644,0.6304922760686369,0.5717304858496128,0.5207395065008752,0
194,0.269600748283085,0.5344933055666558,0.6558731024944677,0.4647134420850829,0.5551328308247091,0.4850329912921912,0.5727415548290128,0
195,0.6844647567650262,0.46351176646188474,0.590062042055165,0.5360678982712413,0.4990831805498893,0.09208879470113862,0.8661149599735811,0
196,0.4772748863899582,0.584391332937561,0.5462460219925716,0.31605553115478446,0.35488360104790506,0.6802540891589155,0.454104873716441,1
197,0.39326284914673465,0.6701487598278039,0.6523389181635014,0.519077486143517,0.5930431980704937,0.42634058217990245,0.4620179748131356,0
198,0.38320180147457633,0.3908561977024405,0.4776566978185756,0.33499885023555787,0.6984875077420581,0.45443019098346005,0.9404615441180524,0
199,0.16787499949991996,0.3908870220642013,0.5361812657033398,0.5725989796245858,0.41916248664111644,0.6224447867513699,0.7379489162757746,0
200,0.44030548510771644,0.4390706613978931,0.3806823627094919,0.3337137299945272,0.6417368850909724,0.5829492468235173,0.6426455622105995,0
201,0.1274587596539269,0.6442402756145521,0.7755907739783269,0.49935980889906006,0.6725975217354567,0.47500243689492894,0.8300607786046863,0
202,0.6651493550655947,0.25091913791238474,0.7452240044353663,0.6089052361891351,0.7260812967386754,0.11669386862113118,0.751693103795162,1
203,0.27907005601852863,0.6654960298039133,0.23812736859084221,0.34346807494500114,0.454777034457663,0.8512155631053591,0.48386320934189286,0
204,0.5803638725372056,0.5300899529178865,0.7327823247559342,0.5566217639014268,0.581586227667706,0.5484580001467887,0.5944817604736929,1
205,0.5668486212239847,0.37350258447470935,0.3895610867900453,0.6459262754318491,0.31624640402912785,0.5324261949800009,0.34659392931224864,0
206,0.13351852372998163,0.5144825934618331,0.5212982129768485,0.4180062372485836,0.7807356820908653,0.6941455738641303,0.6564090203691997,0
207,0.9966916357149392,0.5809677984923087,0.42093565149560574,0.8030941578234505,0.8892017902443619,0.2331128664810124,0.5215006277976586,1
208,0.6496160829440849,0.2134081410636246,0.8386545148648339,0.37962279947078276,0.366138527552712,0.710589779590108,0.45332877280238015,1
209,0.463029099334129,0.4665913764234522,0.2266608455588383,0.2651339305868564,0.4358345672634988,0.8696955272067861,0.3075102115416055,0
210,0.49215426261936995,0.5229863190062172,0.548813716812174,0.8535276411256945,0.6314458521113885,0.5470682705905915,0.5806913736169885,1
211,0.5510240507419812,0.4587155659420231,0.3708729144585309,0.32128123703633876,0.3688141182192327,0.5324759153775748,0.24726999573768443,0
212,0.7871393004160692,0.13395718065880358,0.4378860770786925,0.02193499641462532,0.6135264766579929,0.624542180769961,0.6869622504928637,1
213,0.4991703821017475,0.6137880350051942,0.49488650306495885,0.662648540630133,0.7564191971945614,0.41159714259526203,0.22867871005397622,1
214,0.44713612225131305,0.4171941541166298,0.8800369865765183,0.6645507399949757,0.6331661456900401,0.24712909951462864,0.3666121916372821,0
215,0.8127739760334961,0.5081707400194192,0.3300576958963243,0.8544866022174318,0.3704050256327613,0.4447173741059114,0.6406747230101125,1
216,0.512217353170647,0.5063814264630838,0.4673432578949835,0.5832226964150983,0.4755686847155593,0.6375995289196384,0.46692237603636283,1
217,0.710468366300074,0.7281425782966825,0.5420337774202771,0.27037815403331056,0.6301717565488915,0.35914800397618335,0.7349223693307356,1
218,0.5668146156848307,0.43298792764019667,0.5066222167178395,0.8064624646698557,0.4727046796385965,0.19233018679919606,0.5224991247139498,1
219,0.5305955567102859,0.31237822386524927,0.7771086029442699,0.465079671633999,0.49382598164610175,0.6400719768582513,0.3517135378479891,1
